title,content,url
"IEC Group of Institutions, Greater Noida","Find Your Dream Course At IEC

Unlock your potential with IEC Group of Institutions. Explore a wide range of programs and embark on a journey of transformative learning and limitless opportunities.

Search

Toll Free: 1800-3000-8301







More then
0
+
Alumini
B.Tech (Bachelor Of Technology)
Read More
B.Pharma (Bachelor Of Pharmacy)
Read More
BCA (Bachelor Of Computer Application)
Read More
BBA (Bachelor Of Business Administration)
Read More
B.Com (Bachelor Of Commerce)
Read More
B.Sc (Bachelor Of Science)
Read More
BA (Bachelor Of Arts)
Read More
B.Voc (Bachelor Of Vocational)
Read More

View Events
Invitation (Innovision 2K25)
Discipline Committee (Innovision 2K25)
suspension of classes
Innovision 2K25
Registration for 2nd, 4th B. Tech/B. Pharm/MBA 2nd sem






Suraj Gupta
M.Pharm
""My four years at IEC College were great and a memory to cherish for lifetime. It was full of learning and grooming oneself. ""





M.Tech
D.Pharm
B.Pharm
M.Pharma
MCA
MBA
BCA
BBA
B.Com(H)
B.Sc

Copyright © IEC, all rights reserved.
Admission Open For 2025-26
person
email
call
Country Code
call
school
Select Program
location_on
Select Country
language
Select State
location_city
I agree to receive information regarding my enquiry.
Submit
Already registered, SignIn
powered by LIBSYS",https://iec.edu.in/
"IEC Group of Institutions, Greater Noida","The Institute
Home
The Institute




The Institute
IEC Group, found its genesis way back in the year 1981 when Sh. R.L. Gupta, laid the stone to found India Education Centre under his aegis with a dream to make India leader in Information Technology .Soon it become the frontrunner in imparting IT Education. In year 1994 with aim of expansion it was corporatized and India Education Centre Ltd. was founded later named IEC Softwares Ltd. and now IEC Education Ltd. (ISO:9001)
IEC with a market capitalization of over 50 crore rupees one of the pioneers in India, in the field of Information Technology has been a frontrunner in imparting IT training and Education at the length and breadth of the Country. IEC Education Limited is Listed on Bombay, Delhi, Greater Noida Stock Exchanges.
The Company has been conceived, with the ambitious objectives of developing professional expertise and skilled manpower in Information Technology (IT) and related areas. This will enable the IT Professionals to exploit efficiently the emerging opportunities, and meet economic challenges being thrown upon by the rapid global IT revolution, which is influencing virtually every area of development and social activity.
IEC has also been awarded various core ICT projects by Government of Madhya Pradesh, Rajasthan Government, Delhi Government taking the IEC aim of IT revolution from the flesh of cities to various small towns and rural areas. IEC has trained more than 10000 students through these programs IEC has enjoyed its global presence with 7 branches and over 275 franchisee centres in India and in countries like Nepal, Maldives, Singapore and Oman; It provided a wide spectrum of unique Information Technology solutions and services to a clientele of premier organisations in the government.
About
The Institute
Our Inspiration
Message From Chairman
Message From Executive Director
Message From Director
Message From Group Dean Academics
Vision & Mission
Awards & Recognition
Approvals & Affiliations
Academic Advisory Council
Board Of Governors
Corporate Advisory Board
International Academic Advisory Board
Gallery
B.Tech
M.Tech
D.Pharm
B.Pharm
M.Pharma
MCA
MBA
BCA
BBA
B.Com(H)
B.Sc

Copyright © IEC, all rights reserved.
Admission Open For 2025-26
person
email
call
+91
call
school
Select Program
location_on
Select Country
language
Select State
location_city
I agree to receive information regarding my enquiry.
Submit
Already registered, SignIn
powered by LIBSYS",https://iec.edu.in/the-institute.php
"IEC Group of Institutions, Greater Noida","Our Inspiration
Home
Our Inspiration




Our Inspiration
We, at IEC, have been blessed to evidence the success of our philosophy of equipping young minds with creative leadership and competitive intelligence. Besides, we have been tapping our vast industrial relations to provide fast growing career to our students. In the service of our nation, we are also encouraging our students to take up entrepreneurship and thus become job creator instead of being job seekers.
- Late Shri R. L. Gupta
About
The Institute
Our Inspiration
Message From Chairman
Message From Executive Director
Message From Director
Message From Group Dean Academics
Vision & Mission
Awards & Recognition
Approvals & Affiliations
Academic Advisory Council
Board Of Governors
Corporate Advisory Board
International Academic Advisory Board
Gallery
B.Tech
M.Tech
D.Pharm
B.Pharm
M.Pharma
MCA
MBA
BCA
BBA
B.Com(H)
B.Sc

Copyright © IEC, all rights reserved.
Admission Open For 2025-26
person
email
call
+91
call
school
Select Program
location_on
Select Country
language
Select State
location_city
I agree to receive information regarding my enquiry.
Submit
Already registered, SignIn
powered by LIBSYS",https://iec.edu.in/our-inspiration.php
"IEC Group of Institutions, Greater Noida","Message From Chairman
Home
Message From Chairman




Message From Chairman
Founded on the ethos of In Omnia Paratus - prepared for all challenges - the IEC Group of Institutions offers unique and well defined world-class technical and management education. Meeting new challenges of advance technology is our paramount objectives.
“In the world of cut throat competition, IEC Group of Institutions has achieved an incredible mark in technical education arena ever since its inception. It brings us great pleasure to share with you the journey of the success of the IEC Group over the last eleven years. The promoters of IEC Group of Institutions & professional IEC softwares background visualized this a decade ago and to address the need, Institution was established in 1999, with the prime objective of providing world-class technical and management education in tune with contemporary requirements. IEC may be perceived as follows:”
I: Industry Relevant Curriculum ; E: Education for Empowerment ; C: Career Oriented Approach
The IEC Group has been working relentlessly towards providing the highest quality of professional education to students with the objective of equipping them for a global career. To make a great career a reality for every student, each and every aspect of student life has been evolved and developed. We have been succeeded in our relentless pursuit of excellence which can be evidenced in our remarkable growth from one institution to a group of five, giving us a large family of students, faculty members, support staff and industry heavyweights, all of whom we are honoured to be associated with.
In the present competitive global scenario, we provide you a platform to fulfill your most-cherished dreams and hopes. Our efforts at excelling in all our courses have not gone to the winds. Our focus on continuous development, emphasizing quality teaching and sense of belongingness of the qualified and experience faculty has brought laurels to our credit. Self-reliance and self-sufficiency are the Hall Marks of our education system. To carve a nitch in your ambitious plans is our commitment.
I am sure, the candidate / student aspiring to seek admission in our prestigious Institutions are bound to meet success.
I wish you all bright and prosperous future.
- Mr. Naveen Gupta
About
The Institute
Our Inspiration
Message From Chairman
Message From Executive Director
Message From Director
Message From Group Dean Academics
Vision & Mission
Awards & Recognition
Approvals & Affiliations
Academic Advisory Council
Board Of Governors
Corporate Advisory Board
International Academic Advisory Board
Gallery
B.Tech
M.Tech
D.Pharm
B.Pharm
M.Pharma
MCA
MBA
BCA
BBA
B.Com(H)
B.Sc

Copyright © IEC, all rights reserved.
Admission Open For 2025-26
person
email
call
+91
call
school
Select Program
location_on
Select Country
language
Select State
location_city
I agree to receive information regarding my enquiry.
Submit
Already registered, SignIn
powered by LIBSYS",https://iec.edu.in/message-from-chairman.php
"IEC Group of Institutions, Greater Noida","Message From Executive Director
Home
Message From Executive Director




Message From Executive Director
At the very onset, I on behalf of IEC Group of Institutions welcome all the students who have sought the admission here and have set trends and milestones.
At the very onset, I on behalf of IEC Group of Institutions welcome all the students who have sought the admission here and have set trends and milestones. In this age of Globalization and liberalization, we need a strong base of well qualified and employable candidates to pace up with the competitive scenario. To make each and every student of our institution compatible with the modern trends, we provide them with skilled and talented faculty along with latest sophisticated educational facilities. At IEC, thrust is given on activities like personality development, industry exposure and enhancement of communication skills for the overall development of the students.
Our campus provides students with the opportunities to gain and use knowledge to build successful lives and careers, and become an integral part of the community. With the sincere efforts of our dynamic management, our Institute is now positioned to serve better and connect with local, national and international communities.
We continue to strive to meet our mission to mould youth into world-class technocrats of tomorrow who would endeavor to increase the quality of life for human kind.
I am confident that our students would be an asset not only to the organization but to the nation as a whole through their technical and managerial capabilities.
I take this opportunity to extend my heartiest wishes to all students to achieve success in campus and future career initiatives.
- Prof. Sunil Kumar
About
The Institute
Our Inspiration
Message From Chairman
Message From Executive Director
Message From Director
Message From Group Dean Academics
Vision & Mission
Awards & Recognition
Approvals & Affiliations
Academic Advisory Council
Board Of Governors
Corporate Advisory Board
International Academic Advisory Board
Gallery
B.Tech
M.Tech
D.Pharm
B.Pharm
M.Pharma
MCA
MBA
BCA
BBA
B.Com(H)
B.Sc

Copyright © IEC, all rights reserved.
Admission Open For 2025-26
person
email
call
+91
call
school
Select Program
location_on
Select Country
language
Select State
location_city
I agree to receive information regarding my enquiry.
Submit
Already registered, SignIn
powered by LIBSYS",https://iec.edu.in/message-from-executive-director.php
"IEC Group of Institutions, Greater Noida","Message From Director
Home
Message From Director




Message From Director
In a dynamically changing world, the attributes of professionals are quite diverse. In this regard, at IEC, we are committed to prepare our students ready to solve technological problems. This is evident from the large number of IEC alumni achieving excellence in the area of Engineering, Pharmacy and Management. The ethos of our institution is to create an ecosystem such that the faculty work closely with students to enhance learning and bring best out of them. The curriculum provided by the university is intelligently blended with the various activities for the holistic development of the students. The team of well qualified academicians focus on teaching learning process such that students can bring the ideas into action. The importance of entrepreneurship is well inculcated among students through innovation and incubation driven activities. Nurturing values is a core philosophy that we follow at IEC.
I welcome you to be the part of IEC.
- Dr. Vinay Gupta
About
The Institute
Our Inspiration
Message From Chairman
Message From Executive Director
Message From Director
Message From Group Dean Academics
Vision & Mission
Awards & Recognition
Approvals & Affiliations
Academic Advisory Council
Board Of Governors
Corporate Advisory Board
International Academic Advisory Board
Gallery
B.Tech
M.Tech
D.Pharm
B.Pharm
M.Pharma
MCA
MBA
BCA
BBA
B.Com(H)
B.Sc

Copyright © IEC, all rights reserved.
Admission Open For 2025-26
person
email
call
+91
call
school
Select Program
location_on
Select Country
language
Select State
location_city
I agree to receive information regarding my enquiry.
Submit
Already registered, SignIn
powered by LIBSYS",https://iec.edu.in/message-from-director.php
"IEC Group of Institutions, Greater Noida","Message From Group Dean Academics
Home
Message From Group Dean Academics




Message From Group Dean Academics
Dear Friends,
On behalf of the faculty members, staff, and fellow students, I am pleased to welcome you to the IEC Group of Institutions. When you made IEC Group of Institutions your college of choice, you took the first step in ensuring your place among the illustrious sons and daughters of this great institution. When you chose to study in the IEC Group of Institutions, you made your first major investment decision.
We live in challenging times, the pressure of career demands, and the need to balance our professional and personal lives, choosing what is best to continue our education and which higher education institution is best suited to our needs matters more than ever. As Group Dean Academics of IEC Group of Institutions, I am privileged to lead a dedicated and talented group of educators who are committed to helping you down this path.
Thousands of years ago, the Indian Rishis propounded three fundamental principles of human knowledge: ""Lead me from Falsehood to Truth"" (asato ma sad gamaya); ""Lead me from Darkness to Light"" (tamaso ma jyotir gamaya); and ""Lead me from Mortality to Immortality"" (mrityor ma amritam gamaya). Keeping this in mind IEC Group of Institutions has been working to offer practical learning modules, imparting the right value system, realistic approach, and teamwork and coaction that build competencies and enable the executive trainees to take on the competition effectively and achieve excellence in their career.
We, at the IEC Group of Institutions, concentrate on providing theoretical knowledge coupled with a lot of practical exposure. We also emphasize developing analytical & communication skills, creativity, leadership, and innovation to make our executive graduates capable of undertaking responsibilities. Value-added courses have been made a regular feature of our system to fulfill today's demands of the corporate world. These efforts go a long way in making the executive graduates desirable and employable.
The present crisis in environment, energy, population growth, and sustainability of the human species can only be solved through this convergence of technologies. It is agreed in the research communities that the IT age will be followed by the Nano age, be followed by Cogno, and the real Space age. Being a country of 1.3 billion population and still growing, India’s contribution to the progress of Science and Technology has been very limited in the last two centuries. Off late, we are becoming a country of “Service” engineers, doctors, and managers and at the same time have geared up to use the technology created and developed by others. Though it’s a globalized world, only contributors are remembered and revered. Einsteins, Ramans, Mendels, Faradays, etc will be there as long as the human species live on earth and how many Indians are there in any Science or Technology books or laws? The problems of this country can only be solved by making technology cost-effective and indigenous. And this can happen only if our education system which has become a factory producing literate, English-speaking laborers starts revamping itself towards quality research and giving freedom to young minds to imagine and dream. Hands-on experience with creativity ably footed with the right theory and skills sets are requirements of the time. Young Indian students should come into research to take this country back to the glory where Science and Technology prospered 5000 years ago. This is the core of the IEC Group of Institutions, the Centre of Excellence for Advanced Education and Research which has been taking a small step toward quality education.
I invite you to become better acquainted with the IEC Group of Institutions, where you will discover not only engineering excellence, but also a campus alive with round-the-clock cultural, artistic, and intellectual activity.
Welcome to the IEC Group of Institutions. We look forward to helping you achieve your goals.
With best wishes,
- Prof. (Dr.) B. Sharan
About
The Institute
Our Inspiration
Message From Chairman
Message From Executive Director
Message From Director
Message From Group Dean Academics
Vision & Mission
Awards & Recognition
Approvals & Affiliations
Academic Advisory Council
Board Of Governors
Corporate Advisory Board
International Academic Advisory Board
Gallery
B.Tech
M.Tech
D.Pharm
B.Pharm
M.Pharma
MCA
MBA
BCA
BBA
B.Com(H)
B.Sc

Copyright © IEC, all rights reserved.
Admission Open For 2025-26
person
email
call
+91
call
school
Select Program
location_on
Select Country
language
Select State
location_city
I agree to receive information regarding my enquiry.
Submit
Already registered, SignIn
powered by LIBSYS",https://iec.edu.in/message-from-group-dean-academics.php
"IEC Group of Institutions, Greater Noida","Vision & Mission
Home
Vision & Mission




Mission
To create an ambience for Quality education,Training and research in the fields of Science,Technology and Management, thus contributing towards building of knowledge, industrial development and economic growth of the nation.
Vision
To be a seat of world class education from where Technocrats and Managers would emerge empowered to face the challenges of ever changing society with courage,conviction and compassion.
About
The Institute
Our Inspiration
Message From Chairman
Message From Executive Director
Message From Director
Message From Group Dean Academics
Vision & Mission
Awards & Recognition
Approvals & Affiliations
Academic Advisory Council
Board Of Governors
Corporate Advisory Board
International Academic Advisory Board
Gallery
B.Tech
M.Tech
D.Pharm
B.Pharm
M.Pharma
MCA
MBA
BCA
BBA
B.Com(H)
B.Sc

Copyright © IEC, all rights reserved.
Admission Open For 2025-26
person
email
call
Country Code
call
school
Select Program
location_on
Select Country
language
Select State
location_city
I agree to receive information regarding my enquiry.
Submit
Already registered, SignIn
powered by LIBSYS",https://iec.edu.in/vision-and-mission.php
"IEC Group of Institutions, Greater Noida","Awards & Recognition
Home
Awards & Recognition




Awards & Recognition
National Leadership Excellence Awards 2019 - Education Sector
IEC Group of Institutions, Greater Noida was conferred with `National Leadership Excellence Awards 2019 - Education Sector' in the third National Excellence Award Ceremony by Integrated Chambers of Commerce and Industry on 27th July, 2019 at Multi Purpose Hall, India International Centre, New Delhi
National Education Excellence Awards 2017
IEC Group of Institutions was awarded the Most Promising Private Higher Educational Institution for Research and Entrepreneurship Development in India at the National Education Excellence Awards held in New Delhi on 23rd April 2017.
Award Ceremony of CEGR 2016
Dr. Bhanu P. S. Sagar - Director received Institutional Award from Prof. A P Mittal - Member Secretary, AICTE and Dr. Manpreet Singh Manna -during Award Ceremony of CEGR 2016
Higher Education Review – 2016
Higher Education Review has conducted the survey of Top 100 Private engineering colleges in India Survey 2016 for its 3rd edition. IEC Group of Institutions, Greater Noida has been Ranked First (01) in Uttar Pradesh while Twenty Seventh (27) on All India Ranking.
CSR-GHRDC Engineering Colleges Survey – 2016
IEC Group of Institutions has Ranked 21st (All India Basis) In Top Engineering Colleges in Excellence and 3rd in Uttar Pradesh conducted by the CSR-GHRDC Engineering CollegeSurvey . The overall ranking is based on the four criteria's viz Infrastructure (Physical & Academic), Faculty, research, consultancy, EDP and other programmes, admission and competency building & placement/industry/interface/USP.
Asia Education summit – 2015
IEC Group of Institutions was conferred with two awards :
1. Edupreneur of the year Delhi / NCR
2. Best Group of Educaitonal Institution in U.P.
The award ceremony was held during the Asia Education Summit – 2015 organized by Worldwide Achievers on 25th March 2015
Best CEO Award in Academics – 2014
Dr. Navin Gupta was given the BEST CEO AWARD IN ACADEMICS IN PVT UNIVERSITIES – 2014 by Indian Institute of Materials Management in the inaugural function of NATCOM- 2014 held on 28th November, 2014.
Edupreneurs Award -2013
Shri R.L.Gupta, Chairman of IEC Group of Institutions was conferred the Edupreneurs award - 2013 by India's prestigious magazine Engineering Watch.
Electronics for You ( EFY) Survey Report - 2012
IEC Group of Institutions has ranked the 25th position among the 50 privately colleges in India in the survey conducted by EFY (Electronics for you) south Asia's Most popular Magazine.
Also ranked 2 among the top 10 international exposure to the students which is based on the basis of partnerships with foreign universities, International Accreditation, Number of international campuses, number of International Faculty, Faculty & student exchange programmes.
Silicon India Online survey - 2012
IEC Group of Institutions has ranked 28thamong the Top 100 Engineering Colleges for Electronics and Communication Engineering in the online survey conducted by SILICONINDIA.
IEC Group of Institutions has ranked 9 thamong the Top 10 North India Engineering Colleges in the online survey conducted by SILICONINDIA.
IEC Group of Institutions has ranked 11thamong the Best M.Tech Engineering Colleges across Indian the Online Survey conducted by SILICONINDIA.
Edupreneurs Awards - 2013
Engineering Watch organized Edupreneurs awards. On the occasion Mr. R.L. Gupta, Chairman, IEC Group of Institutions was awarded Edupreneurs awards presented by Parliamentarian Shashi Tharoor.
Aspiring Minds Awards – 2013
Aspiring Minds organized Aspiring Minds Awards. On the occasion IEC Group of Institutions was conferred with Certificate of Association with Aspiring Minds.
MTC Global Awards - 2013
MTC Global organized MTC Global Award where Mr. Navin Gupta, CEO of IEC Group of Institutions was awarded for Sharing Knowledge -2013.
Malaysia Truly Asia Awards - 2012
Institute of Economic Studies organized Malaysia Truly Asia Awards Langkawi, Malaysia on 21st May 2012. On the occasion Dr. Naveen Gupta, CEO, IEC Group of Institutions was awarded Emerging India Education Excellence Award for his outstanding achievements in Education Sector in India.
Business World Awards - 2012
Indian achievers Forum organized The Future of Business World Awards Bangkok, Thailand on 20th June 2012. On the occasion Dr. Naveen Gupta, CEO, IEC Group of Institutions was awarded Global Achievers Award for Education Excellence for his outstanding achievements in Education Sector in India.
Best Upcoming Private University - 2012
Indian Achievers Podium organized All India Excellence Awards on 30th September 2012. On the occasion Mr. R.L. Gupta, Chairman, IEC Group of Institutions received an award on Behalf of IEC University for Best Upcoming Private University.
Banarsidas Chandiwala Institute of Hotel Management & Catering Technology Fest - 2012
IEC Group of Institutions won Multiple awards during the event held at Banarsidas Chandiwala Institute of Hotel Management & Catering Technology Fest on 10th October 2012. IEC Group of Institutions was triumphant for Chandiwala Culinary Wizard Competition, Chandiwala Floral Decoration Competition & Cremica Culinary Challenge .
Doctorate Degree for Information System
Luhansk Taras Shevchenko National University of Ukraine Conferred Honorary Doctorate Degree for Information Systems to Mr. Naveen Gupta, CEO, IEC Group of Institutions on 29th October 2012
Big Brands Research Education Excellence Awards - 2011
IEC COLLEGE OF ENGINEERING & TECHNOLOGY has bagged a prestigious award of FASTEST GROWING ENGINEERING COLLEGE IN NORTH INDIA'. The award was presented by renowned author & columnist Mr. Chetan Bhagat which was received by Navin Gupta ( CEO) on the behalf of IEC Group
International Achievers - 2011
International Achievers organized Globalization of Industries & World Peace Awards at Bangkok on 10th November 2011. On the occasion Mr. Naveen Gupta, CEO, IEC Group of Institutions was awarded Global Education Leadership Award for his outstanding achievements in diversifying Education Sector
IAC Awards - 2011
IAC organized IAC Awards. On the occasion Mr. Naveen Gupta, CEO, IEC Group of Institutions was awarded Global Education Leadership Award for his outstanding achievements in Indian Education Sector.
Outstanding Contributions to national Development Awards – 2011
All India Achievers Foundation organized Outstanding Contributions to National Development Awards at New Delhi on 12th October 2011. On the occasion Mr. R.L. Gupta, Chairman, IEC Group of Institutions was awarded Indian Achievers Award by All India Achievers Foundation for Education Excellence for his contribution in the field of entrepreneurship for building world class technical Institutions in India. In the same event Mr. R.L. Gupta is again awarded with Indian Leadership Award for Education Excellence by Indian Economic Development & Research Association (IEDRA).
Global Friendship Summit – 2011
Institute of Economic Studies organized Global Friendship Summit at Dubai on 21st July 2011. On the occasion Mr. Naveen Gupta, CEO, IEC Group of Institutions was awarded Golden Global Indian Award for his contribution in the field of building world class technical Institutions in India
Prestigious Global Business Opportunities Award -2011
IEC was conferred with International Achiever's Award For Excellence In Education & Outstanding Achievements at the International Achiever's Summit On Global Business Opportunities at Singapore on 24th June 2011
Bhartiya Shiromani Puraskar 2010-11
IEC Group of Institutions have been conferred the most prestigious BHARTIYA SHIROMANI PURASKAR for Excellence in Productivity, Quality, Innovation and Management in the field of Education by H.E. Mr. Korn Dabarrabsi (Hon'ble Former Deputy Prime Minister of Thailand. Doctorate Degree for Management & Tourism - 2010.
Luhansk Taras Shevchenko National University of Ukraine Conferred Honorary Doctorate Degree for Management & Tourism to Mr. Naveen Gupta, CEO, IEC Group of Institutions on 28th October 2010.
Economic Development -2010
Institute of Economic Studies (IEC) organized Economic Development Awards in New Delhi on 20th November 2010. On the occasion Mr. R.L. Gupta, Chairman, IEC Group of Institutions was awarded Lifetime Achievement Award for his contribution in the field of building world class technical Institutions
Indo-Thai Economic Co-Operation -2010
Institute of Economic Studies (IEC) organized Indo-Thai Economic Co-Operation Awards in Bangkok. On the occasion Mr. R.L. Gupta, Chairman, IEC Group of Institutions was awarded Bhartiya Shiromani Puraskar Award by H.E. Mr. Korn Dabarrabsi (Hon'ble Former Deputy Prime Minister of Thailand) for his contribution in the field of building world class technical Institutions. The function was held on 8th October 2010 at Bangkok.
Business Sphere Awards 2010
IEC is ranked A++ for engineering education and chosen as an excellent knowledge base for Multi-Careers.
IEC was awarded the Business Sphere Award certificate for ""Excellence in the field of Technical Education"" & for being among ""Top 3 private Institutions in Northern India for Pharmacy Education"" . Award was conferred by Janab Dr. Farooq Abdullah (Hon'ble Minister of New Renewable Energy), Dr. Ramesh Pokhriyal Nishank (Hon'ble Chief Minister of Uttrakhand), in the presence of Shri Harish Rawat (Minister of State, Labour & Employment) in the function held on 28th July 2010.
All India Achievers Awards-2010
ALL INDIA ACHIEVERS'CONFERENCE, NEW DELHI organized their 64th National Seminar on Individual Achievements & Nation Building and AIAC Awards for Excellence on 27th December, 2010 at Hotel The Claridges, New Delhi. On the occasion Mr. R.L.Gupta, Chairman, IEC Group of Institutions was awarded GEM OF INDIA award & Mr. Navin Gupta, CEO, IEC Group of Institutions was also awarded ARCH OF EXCELLENCEAward for his contribution in the field Entrepreneurship for building world class technical Institutions.
Bharat Jyoti Award' - 2010
'Bharat Jyoti Award' and 'International Gold Star Award' was awarded to Dr. Bhanu P. S. Sagar, Additional Director – IEC Group of Institute by India International Friendship Society at India Habitat Centre on 24th May, 2010. The award was given by Dr. Bhishma Narain Singh, Governor of Tamil Nadu and Assam.
About
The Institute
Our Inspiration
Message From Chairman
Message From Executive Director
Message From Director
Message From Group Dean Academics
Vision & Mission
Awards & Recognition
Approvals & Affiliations
Academic Advisory Council
Board Of Governors
Corporate Advisory Board
International Academic Advisory Board
Gallery
B.Tech
M.Tech
D.Pharm
B.Pharm
M.Pharma
MCA
MBA
BCA
BBA
B.Com(H)
B.Sc

Copyright © IEC, all rights reserved.
Admission Open For 2025-26
person
email
call
+91
call
school
Select Program
location_on
Select Country
language
Select State
location_city
I agree to receive information regarding my enquiry.
Submit
Already registered, SignIn
powered by LIBSYS",https://iec.edu.in/awards-and-recognition.php
"IEC Group of Institutions, Greater Noida","Approvals & Affiliations
Home
Approvals & Affiliations




Approvals & Affiliations
AICTE Approval Letter
U.P BTE Approval Letter
D.Pharm Affiliation Letter
NOC Letter CCS University
Pharmacy Council Of India (PCI) Approval Letter
University Affiliation For IEC College Of Engg. & Technology Letter (College Code-090)
About
The Institute
Our Inspiration
Message From Chairman
Message From Executive Director
Message From Director
Message From Group Dean Academics
Vision & Mission
Awards & Recognition
Approvals & Affiliations
Academic Advisory Council
Board Of Governors
Corporate Advisory Board
International Academic Advisory Board
Gallery
B.Tech
M.Tech
D.Pharm
B.Pharm
M.Pharma
MCA
MBA
BCA
BBA
B.Com(H)
B.Sc

Copyright © IEC, all rights reserved.
Admission Open For 2025-26
person
email
call
+91
call
school
Select Program
location_on
Select Country
language
Select State
location_city
I agree to receive information regarding my enquiry.
Submit
Already registered, SignIn
powered by LIBSYS",https://iec.edu.in/approvals-and-affiliations.php
